Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Glendale,US,GH-14410,Gary Hansen,8/3/2021,US-2021-128986,85301,OFF-PA-10001289,White Computer Printout Paper by Universal,West,848,Home Office,8/5/2021,Second Class,Arizona,Paper,0.2,33.7212,3,93.024
Office Supplies,New York City,US,BK-11260,Berenike Kampe,8/3/2021,US-2021-125612,10035,OFF-ST-10003221,Staple magnet,East,849,Consumer,8/8/2021,Standard Class,New York,Storage,0,5.7672,2,21.36
Office Supplies,New York City,US,BK-11260,Berenike Kampe,8/3/2021,US-2021-125612,10035,OFF-SU-10002537,Acme Box Cutter Scissors,East,850,Consumer,8/8/2021,Standard Class,New York,Supplies,0,26.598,10,102.3
Office Supplies,Bangor,US,ML-17395,Marina Lichtenstein,8/4/2021,US-2021-134215,04401,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,East,851,Corporate,8/8/2021,Standard Class,Maine,Appliances,0,27.5292,2,101.96
Office Supplies,Pleasant Grove,US,VD-21670,Valerie Dominguez,8/4/2021,US-2021-126361,84062,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,West,852,Consumer,8/9/2021,Second Class,Utah,Appliances,0,305.13,3,1089.75
Office Supplies,Pleasant Grove,US,VD-21670,Valerie Dominguez,8/4/2021,US-2021-126361,84062,OFF-AR-10000896,Newell 329,West,853,Consumer,8/9/2021,Second Class,Utah,Art,0,4.264,5,16.4
Office Supplies,Pleasant Grove,US,VD-21670,Valerie Dominguez,8/4/2021,US-2021-126361,84062,OFF-BI-10002852,Ibico Standard Transparent Covers,West,854,Consumer,8/9/2021,Second Class,Utah,Binders,0.2,4.7792,1,13.184
Office Supplies,Pleasant Grove,US,VD-21670,Valerie Dominguez,8/4/2021,US-2021-126361,84062,OFF-PA-10000806,Xerox 1934,West,855,Consumer,8/9/2021,Second Class,Utah,Paper,0,219.4416,8,447.84
Office Supplies,Bangor,US,ML-17395,Marina Lichtenstein,8/4/2021,US-2021-134215,04401,OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,East,856,Corporate,8/8/2021,Standard Class,Maine,Paper,0,124.6752,13,259.74
Office Supplies,Pleasant Grove,US,VD-21670,Valerie Dominguez,8/4/2021,US-2021-126361,84062,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",West,857,Consumer,8/9/2021,Second Class,Utah,Storage,0,7.945000000,5,158.9
Technology,Bangor,US,ML-17395,Marina Lichtenstein,8/4/2021,US-2021-134215,04401,TEC-AC-10002473,Maxell 4.7GB DVD-R,East,858,Corporate,8/8/2021,Standard Class,Maine,Accessories,0,104.7222,9,255.42
Technology,Pleasant Grove,US,VD-21670,Valerie Dominguez,8/4/2021,US-2021-126361,84062,TEC-PH-10002310,Panasonic KX T7731-B Digital phone,West,859,Consumer,8/9/2021,Second Class,Utah,Phones,0.2,34.9965,5,399.96
Furniture,Meriden,US,RS-19420,Ricardo Sperren,8/5/2021,US-2021-117968,06450,FUR-CH-10002335,Hon GuestStacker Chair,East,860,Corporate,8/7/2021,Second Class,Connecticut,Chairs,0,294.671,5,1133.35
Furniture,Los Angeles,US,CS-12130,Chad Sievert,8/5/2021,US-2021-118962,90004,FUR-CH-10003817,"Global Value Steno Chair, Gray",West,861,Consumer,8/9/2021,Standard Class,California,Chairs,0.2,21.259,7,340.144
Furniture,Texas City,US,GZ-14470,Gary Zandusky,8/5/2021,US-2021-124723,77590,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Central,862,Consumer,8/12/2021,Standard Class,Texas,Tables,0.3,41.934,2,489.23
Office Supplies,Meriden,US,RS-19420,Ricardo Sperren,8/5/2021,US-2021-117968,06450,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,East,863,Corporate,8/7/2021,Second Class,Connecticut,Appliances,0,22.2516,3,79.47
Office Supplies,Meriden,US,RS-19420,Ricardo Sperren,8/5/2021,US-2021-117968,06450,OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",East,864,Corporate,8/7/2021,Second Class,Connecticut,Art,0,2.0064,2,4.56
Office Supplies,New York City,US,SP-20650,Stephanie Phelps,8/5/2021,US-2021-110065,10009,OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",East,865,Corporate,8/11/2021,Standard Class,New York,Art,0,7.0224,7,15.96
Office Supplies,San Francisco,US,SS-20590,Sonia Sunley,8/5/2021,US-2021-150490,94122,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,West,866,Consumer,8/11/2021,Standard Class,California,Art,0,12.8744,2,45.98
Office Supplies,Los Angeles,US,CS-12130,Chad Sievert,8/5/2021,US-2021-118962,90004,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",West,867,Consumer,8/9/2021,Standard Class,California,Paper,0,9.8418,3,20.94
Office Supplies,Los Angeles,US,CS-12130,Chad Sievert,8/5/2021,US-2021-118962,90004,OFF-PA-10001144,Xerox 1913,West,868,Consumer,8/9/2021,Standard Class,California,Paper,0,53.2608,2,110.96
Office Supplies,San Francisco,US,SS-20590,Sonia Sunley,8/5/2021,US-2021-150490,94122,OFF-ST-10000321,Akro Stacking Bins,West,869,Consumer,8/11/2021,Standard Class,California,Storage,0,0.631200000,2,15.78
Technology,San Francisco,US,SS-20590,Sonia Sunley,8/5/2021,US-2021-150490,94122,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,West,870,Consumer,8/11/2021,Standard Class,California,Accessories,0,1.636,1,16.36
Technology,New York City,US,SP-20650,Stephanie Phelps,8/5/2021,US-2021-110065,10009,TEC-PH-10002468,"Plantronics CS 50-USB - headset - Convertible, Monaural",East,871,Corporate,8/11/2021,Standard Class,New York,Phones,0,36.7173,1,135.99
Technology,Columbia,US,RF-19735,Roland Fjeld,8/6/2021,US-2021-115357,29203,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",South,872,Consumer,8/11/2021,Second Class,South Carolina,Accessories,0,22.6476,3,62.91
Technology,New York City,US,TB-21625,Trudy Brown,8/6/2021,US-2021-137575,10035,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,East,873,Consumer,8/11/2021,Standard Class,New York,Accessories,0,83.9916,2,199.98
Furniture,Jacksonville,US,VG-21790,Vivek Gonzalez,8/8/2021,US-2021-156790,32216,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,South,874,Consumer,8/10/2021,Second Class,Florida,Bookcases,0.2,-7.772800000,4,155.456
Furniture,Glendale,US,MB-17305,Maria Bertelson,8/8/2021,US-2021-151708,85301,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",West,875,Consumer,8/14/2021,Standard Class,Arizona,Furnishings,0.2,-3.034400000,4,121.376
Furniture,San Diego,US,LR-16915,Lena Radford,8/8/2021,US-2021-131450,92024,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,West,876,Consumer,8/15/2021,Standard Class,California,Furnishings,0,91.7728,8,327.76
Furniture,Trenton,US,MA-17560,Matt Abelman,8/8/2021,US-2021-124478,48183,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Central,877,Home Office,8/12/2021,Standard Class,Michigan,Furnishings,0,22.6296,6,53.88
Office Supplies,Trenton,US,MA-17560,Matt Abelman,8/8/2021,US-2021-124478,48183,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Central,878,Home Office,8/12/2021,Standard Class,Michigan,Appliances,0.1,37.23,3,167.535
Office Supplies,San Diego,US,LR-16915,Lena Radford,8/8/2021,US-2021-131450,92024,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,West,879,Consumer,8/15/2021,Standard Class,California,Appliances,0,22.0748,2,76.12
Office Supplies,Trenton,US,MA-17560,Matt Abelman,8/8/2021,US-2021-124478,48183,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Central,880,Home Office,8/12/2021,Standard Class,Michigan,Envelopes,0,17.253,3,38.34
Office Supplies,Vacaville,US,TM-21010,Tamara Manning,8/8/2021,US-2021-154669,95687,OFF-ST-10000532,Advantus Rolling Drawer Organizers,West,881,Consumer,8/11/2021,Second Class,California,Storage,0,110.0528,11,423.28
Technology,Glendale,US,MB-17305,Maria Bertelson,8/8/2021,US-2021-151708,85301,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,West,882,Consumer,8/14/2021,Standard Class,Arizona,Accessories,0.2,-10.7973,3,95.976
Technology,Trenton,US,MA-17560,Matt Abelman,8/8/2021,US-2021-124478,48183,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,Central,883,Home Office,8/12/2021,Standard Class,Michigan,Copiers,0,274.995,1,549.99
Technology,San Diego,US,LR-16915,Lena Radford,8/8/2021,US-2021-131450,92024,TEC-CO-10004115,Sharp AL-1530CS Digital Copier,West,884,Consumer,8/15/2021,Standard Class,California,Copiers,0.2,434.9913,3,1199.976
Technology,Trenton,US,MA-17560,Matt Abelman,8/8/2021,US-2021-124478,48183,TEC-PH-10001128,Motorola Droid Maxx,Central,885,Home Office,8/12/2021,Standard Class,Michigan,Phones,0,83.9944,2,299.98
Technology,San Diego,US,LR-16915,Lena Radford,8/8/2021,US-2021-131450,92024,TEC-PH-10002398,AT&T 1070 Corded Phone,West,886,Consumer,8/15/2021,Standard Class,California,Phones,0.2,55.745000000,5,445.96
Office Supplies,Toronto,CA,DB-13405,Denny Blanton,8/8/2021,CA-2021-129322,M5H,OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",East,887,Consumer,8/10/2021,Second Class,Ontario,Appliances,0,33.04,2,113.92
Office Supplies,Toronto,CA,DB-13405,Denny Blanton,8/8/2021,CA-2021-129322,M5H,OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",East,888,Consumer,8/10/2021,Second Class,Ontario,Art,0,11.9,2,39.66
Office Supplies,Toronto,CA,DB-13405,Denny Blanton,8/8/2021,CA-2021-129322,M5H,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,East,889,Consumer,8/10/2021,Second Class,Ontario,Binders,0,210.49,7,447.86
Office Supplies,Phoenix,US,RD-19720,Roger Demir,8/9/2021,US-2021-161249,85023,OFF-BI-10001097,Avery Hole Reinforcements,West,890,Consumer,8/13/2021,Standard Class,Arizona,Binders,0.7,-6.5415,5,9.345
Office Supplies,Seattle,US,JH-15985,Joseph Holt,8/9/2021,US-2021-169726,98103,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,West,891,Consumer,8/13/2021,Standard Class,Washington,Binders,0.2,643.9825,7,2060.744
Office Supplies,Phoenix,US,RD-19720,Roger Demir,8/9/2021,US-2021-161249,85023,OFF-FA-10004838,"Super Bands, 12/Pack",West,892,Consumer,8/13/2021,Standard Class,Arizona,Fasteners,0.2,-0.9486,3,4.464
Office Supplies,San Diego,US,ED-13885,Emily Ducich,8/9/2021,US-2021-110527,92037,OFF-LA-10000262,Avery 494,West,893,Home Office,8/16/2021,Standard Class,California,Labels,0,9.6048,8,20.88
Office Supplies,Fresno,US,GM-14500,Gene McClure,8/9/2021,US-2021-141901,93727,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),West,894,Consumer,8/14/2021,Standard Class,California,Paper,0,2.691,1,5.98
Office Supplies,Saint Petersburg,US,AG-10525,Andy Gerbode,8/9/2021,US-2021-167850,33710,OFF-PA-10001937,Xerox 21,South,895,Corporate,8/16/2021,Standard Class,Florida,Paper,0.2,5.4432,3,15.552
Technology,Seattle,US,MG-17650,Matthew Grinstein,8/9/2021,US-2021-166471,98103,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,West,896,Home Office,8/13/2021,Standard Class,Washington,Phones,0.2,-43.8336,2,219.168
Technology,Seattle,US,MG-17650,Matthew Grinstein,8/9/2021,US-2021-166471,98103,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,West,897,Home Office,8/13/2021,Standard Class,Washington,Phones,0.2,68.198,4,1091.168
Technology,Saint Petersburg,US,AG-10525,Andy Gerbode,8/9/2021,US-2021-167850,33710,TEC-PH-10002398,AT&T 1070 Corded Phone,South,898,Corporate,8/16/2021,Standard Class,Florida,Phones,0.2,22.298,2,178.384
Furniture,Seattle,US,GM-14680,Greg Matthias,8/11/2021,US-2021-127012,98105,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",West,899,Consumer,8/15/2021,Standard Class,Washington,Furnishings,0,5.434,1,12.35
Office Supplies,Seattle,US,GM-14680,Greg Matthias,8/11/2021,US-2021-127012,98105,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,West,900,Consumer,8/15/2021,Standard Class,Washington,Art,0,10.6522,1,40.97
Office Supplies,Seattle,US,GM-14680,Greg Matthias,8/11/2021,US-2021-127012,98105,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",West,901,Consumer,8/15/2021,Standard Class,Washington,Fasteners,0,10.7912,2,22.96
Office Supplies,New York City,US,KL-16645,Ken Lonsdale,8/11/2021,US-2021-154641,10035,OFF-ST-10004459,Tennsco Single-Tier Lockers,East,902,Consumer,8/16/2021,Standard Class,New York,Storage,0,18.767,1,375.34
Furniture,San Francisco,US,BW-11200,Ben Wallace,8/12/2021,US-2021-109897,94122,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",West,903,Consumer,8/16/2021,Standard Class,California,Furnishings,0,31.6128,3,85.44
Office Supplies,Miami,US,DH-13675,Duane Huffman,8/12/2021,US-2021-156244,33180,OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,South,904,Home Office,8/16/2021,Standard Class,Florida,Appliances,0.2,15.8436,6,211.248
Office Supplies,Miami,US,DH-13675,Duane Huffman,8/12/2021,US-2021-156244,33180,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,South,905,Home Office,8/16/2021,Standard Class,Florida,Art,0.2,4.1965,5,47.96
Office Supplies,Woodstock,US,LL-16840,Lauren Leatherbury,8/12/2021,US-2021-153927,30188,OFF-BI-10000138,Acco Translucent Poly Ring Binders,South,906,Consumer,8/13/2021,First Class,Georgia,Binders,0,6.7392,3,14.04
Office Supplies,Lakewood,US,CS-12175,Charles Sheldon,8/12/2021,US-2021-109302,08701,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",East,907,Corporate,8/16/2021,Standard Class,New Jersey,Binders,0,98.105,7,196.21
Office Supplies,Miami,US,DH-13675,Duane Huffman,8/12/2021,US-2021-156244,33180,OFF-LA-10000443,Avery 501,South,908,Home Office,8/16/2021,Standard Class,Florida,Labels,0.2,0.9963,1,2.952
Office Supplies,Miami,US,DH-13675,Duane Huffman,8/12/2021,US-2021-156244,33180,OFF-PA-10000295,Xerox 229,South,909,Home Office,8/16/2021,Standard Class,Florida,Paper,0.2,10.8864,6,31.104
Office Supplies,Miami,US,DH-13675,Duane Huffman,8/12/2021,US-2021-156244,33180,OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,South,910,Home Office,8/16/2021,Standard Class,Florida,Supplies,0.2,-1.041,2,5.552
Technology,Woodstock,US,LL-16840,Lauren Leatherbury,8/12/2021,US-2021-153927,30188,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",South,911,Consumer,8/13/2021,First Class,Georgia,Accessories,0,98.1396,13,272.61
Technology,Miami,US,DH-13675,Duane Huffman,8/12/2021,US-2021-156244,33180,TEC-AC-10002473,Maxell 4.7GB DVD-R,South,912,Home Office,8/16/2021,Standard Class,Florida,Accessories,0.2,41.7186,7,158.928
Technology,San Francisco,US,BW-11200,Ben Wallace,8/12/2021,US-2021-109897,94122,TEC-PH-10003691,BlackBerry Q10,West,913,Consumer,8/16/2021,Standard Class,California,Phones,0.2,50.396,8,806.336
Furniture,San Francisco,US,BD-11605,Brian Dahlen,8/15/2021,US-2021-164406,94122,FUR-CH-10003833,Novimex Fabric Task Chair,West,914,Consumer,8/19/2021,Standard Class,California,Chairs,0.2,-12.196,4,195.136
Office Supplies,San Francisco,US,BD-11605,Brian Dahlen,8/15/2021,US-2021-164406,94122,OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,West,915,Consumer,8/19/2021,Standard Class,California,Appliances,0,42.8148,3,152.91
Office Supplies,Hollywood,US,CS-12355,Christine Sundaresam,8/15/2021,US-2021-109043,33021,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,South,916,Consumer,8/17/2021,First Class,Florida,Appliances,0.2,17.127,5,152.24
Office Supplies,Fairfield,US,CS-12355,Christine Sundaresam,8/15/2021,US-2021-141005,06824,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,East,917,Consumer,8/18/2021,First Class,Connecticut,Binders,0,30.2112,3,62.94
Office Supplies,San Francisco,US,BD-11605,Brian Dahlen,8/15/2021,US-2021-164406,94122,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,West,918,Consumer,8/19/2021,Standard Class,California,Binders,0.2,6.2496,4,17.856
Office Supplies,Dallas,US,KH-16510,Keith Herrera,8/15/2021,US-2021-138023,75081,OFF-BI-10003638,GBC Durable Plastic Covers,Central,919,Consumer,8/18/2021,First Class,Texas,Binders,0.8,-52.632,8,30.96
Office Supplies,San Francisco,US,BD-11605,Brian Dahlen,8/15/2021,US-2021-164406,94122,OFF-BI-10003638,GBC Durable Plastic Covers,West,920,Consumer,8/19/2021,Standard Class,California,Binders,0.2,15.093,3,46.44
Office Supplies,San Francisco,US,BD-11605,Brian Dahlen,8/15/2021,US-2021-164406,94122,OFF-PA-10000167,Xerox 1925,West,921,Consumer,8/19/2021,Standard Class,California,Paper,0,41.823,3,92.94
Office Supplies,Hollywood,US,CS-12355,Christine Sundaresam,8/15/2021,US-2021-109043,33021,OFF-PA-10000312,Xerox 1955,South,922,Consumer,8/17/2021,First Class,Florida,Paper,0.2,29.692,5,91.36
Furniture,Philadelphia,US,TS-21610,Troy Staebel,8/16/2021,US-2021-142839,19143,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,East,923,Consumer,8/20/2021,Standard Class,Pennsylvania,Tables,0.4,-227.4912,6,853.092
Office Supplies,Little Rock,US,DJ-13510,Don Jones,8/17/2021,US-2021-111500,72209,OFF-BI-10000829,Avery Non-Stick Binders,South,924,Corporate,8/21/2021,Standard Class,Arkansas,Binders,0,8.2616,4,17.96
Office Supplies,Little Rock,US,DJ-13510,Don Jones,8/17/2021,US-2021-111500,72209,OFF-FA-10002676,Colored Push Pins,South,925,Corporate,8/21/2021,Standard Class,Arkansas,Fasteners,0,4.5612,7,12.67
Office Supplies,Little Rock,US,DJ-13510,Don Jones,8/17/2021,US-2021-111500,72209,OFF-PA-10000595,Xerox 1929,South,926,Corporate,8/21/2021,Standard Class,Arkansas,Paper,0,52.532,5,114.2
Office Supplies,Houston,US,KB-16585,Ken Black,8/17/2021,US-2021-129168,77095,OFF-PA-10001639,Xerox 203,Central,927,Corporate,8/23/2021,Standard Class,Texas,Paper,0.2,5.4432,3,15.552
Technology,Little Rock,US,DJ-13510,Don Jones,8/17/2021,US-2021-111500,72209,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,South,928,Corporate,8/21/2021,Standard Class,Arkansas,Accessories,0,122.3856,4,339.96
Furniture,Jonesboro,US,LH-16900,Lena Hernandez,8/19/2021,US-2021-156559,72401,FUR-BO-10000711,"Hon Metal Bookcases, Gray",South,929,Consumer,8/26/2021,Standard Class,Arkansas,Bookcases,0,172.4814,9,638.82
Furniture,Los Angeles,US,DW-13195,David Wiener,8/19/2021,US-2021-133158,90045,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",West,930,Corporate,8/21/2021,Second Class,California,Furnishings,0,26.0316,7,289.24
Office Supplies,Columbus,US,JK-15625,Jim Karlsson,8/19/2021,US-2021-121727,43229,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,East,931,Consumer,8/24/2021,Standard Class,Ohio,Art,0.2,1.742,2,10.72
Office Supplies,Los Angeles,US,DW-13195,David Wiener,8/19/2021,US-2021-133158,90045,OFF-BI-10000632,Satellite Sectional Post Binders,West,932,Corporate,8/21/2021,Second Class,California,Binders,0.2,22.5732,2,69.456
Office Supplies,Columbus,US,MS-17770,Maxwell Schwartz,8/19/2021,US-2021-164616,43229,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,East,933,Consumer,8/21/2021,Second Class,Ohio,Binders,0.7,-58.8616,4,76.776
Office Supplies,Columbus,US,BS-11365,Bill Shonely,8/19/2021,US-2021-143581,31907,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,South,934,Corporate,8/23/2021,Standard Class,Georgia,Storage,0,10.3473,3,344.91
Office Supplies,Columbus,US,MS-17770,Maxwell Schwartz,8/19/2021,US-2021-164616,43229,OFF-SU-10004768,Acme Kleencut Forged Steel Scissors,East,935,Consumer,8/21/2021,Second Class,Ohio,Supplies,0.2,1.148,2,9.184
Office Supplies,Montreal,CA,JB-15400,Jennifer Braxton,8/19/2021,CA-2021-132339,H1B,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,East,936,Corporate,8/23/2021,Standard Class,Quebec,Binders,0,9.33,3,19.44
Office Supplies,Montreal,CA,DO-13645,Doug O'Connell,8/19/2021,CA-2021-115777,H1B,OFF-PA-10000552,Xerox 200,East,937,Consumer,8/24/2021,Standard Class,Quebec,Paper,0,182.36,1,387.99
Furniture,Hampton,US,NC-18535,Nick Crebassa,8/20/2021,US-2021-114321,23666,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",South,938,Corporate,8/25/2021,Standard Class,Virginia,Chairs,0,145.0696,13,500.24
Furniture,Chicago,US,CR-12730,Craig Reiter,8/20/2021,US-2021-166716,60610,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Central,939,Consumer,8/25/2021,Second Class,Illinois,Chairs,0.3,-6.019600000,2,421.372
Office Supplies,Hampton,US,NC-18535,Nick Crebassa,8/20/2021,US-2021-114321,23666,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,South,940,Corporate,8/25/2021,Standard Class,Virginia,Binders,0,421.5853,1,896.99
Office Supplies,Hampton,US,NC-18535,Nick Crebassa,8/20/2021,US-2021-114321,23666,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,South,941,Corporate,8/25/2021,Standard Class,Virginia,Paper,0,9.2552,2,20.12
Office Supplies,Lakewood,US,DE-13255,Deanra Eno,8/22/2021,US-2021-123253,44107,OFF-AR-10002804,Faber Castell Col-Erase Pencils,East,942,Home Office,8/25/2021,Second Class,Ohio,Art,0.2,1.0269,1,3.912
Office Supplies,Saint Charles,US,JF-15415,Jennifer Ferguson,8/22/2021,US-2021-166828,63301,OFF-PA-10001846,Xerox 1899,Central,943,Consumer,8/25/2021,First Class,Missouri,Paper,0,5.6644,2,11.56
Office Supplies,North Miami,US,JP-15520,Jeremy Pistek,8/22/2021,US-2021-130918,33161,OFF-SU-10003936,Acme Serrated Blade Letter Opener,South,944,Consumer,8/24/2021,Second Class,Florida,Supplies,0.2,-1.8126,3,7.632
Furniture,Denver,US,AP-10915,Arthur Prichep,8/23/2021,US-2021-124737,80219,FUR-FU-10003274,Regeneration Desk Collection,West,945,Consumer,8/27/2021,Standard Class,Colorado,Furnishings,0.2,1.2672,3,4.224
Office Supplies,Los Angeles,US,RB-19645,Robert Barroso,8/23/2021,US-2021-154837,90032,OFF-BI-10001575,GBC Linen Binding Covers,West,946,Corporate,8/27/2021,Second Class,California,Binders,0.2,17.3488,2,49.568
Office Supplies,Denver,US,AP-10915,Arthur Prichep,8/23/2021,US-2021-124737,80219,OFF-PA-10000019,Xerox 1931,West,947,Consumer,8/27/2021,Standard Class,Colorado,Paper,0.2,10.8864,6,31.104
Office Supplies,Denver,US,AP-10915,Arthur Prichep,8/23/2021,US-2021-124737,80219,OFF-PA-10001125,Xerox 1988,West,948,Consumer,8/27/2021,Standard Class,Colorado,Paper,0.2,69.705,9,223.056
Office Supplies,Denver,US,AP-10915,Arthur Prichep,8/23/2021,US-2021-124737,80219,OFF-PA-10001837,Xerox 1976,West,949,Consumer,8/27/2021,Standard Class,Colorado,Paper,0.2,5.4432,3,15.552
Office Supplies,Grand Rapids,US,CR-12625,Corey Roper,8/23/2021,US-2021-112795,49505,OFF-PA-10001934,Xerox 1993,Central,950,Home Office,8/28/2021,Second Class,Michigan,Paper,0,9.5256,3,19.44
Office Supplies,New York City,US,RH-19495,Rick Hansen,8/23/2021,US-2021-110639,10009,OFF-PA-10003936,Xerox 1994,East,951,Consumer,8/23/2021,Same Day,New York,Paper,0,12.4416,4,25.92
Office Supplies,New York City,US,RH-19495,Rick Hansen,8/23/2021,US-2021-110639,10009,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,East,952,Consumer,8/23/2021,Same Day,New York,Paper,0,22.5008,4,45.92
Office Supplies,Denver,US,AP-10915,Arthur Prichep,8/23/2021,US-2021-124737,80219,OFF-SU-10004661,Acme Titanium Bonded Scissors,West,953,Consumer,8/27/2021,Standard Class,Colorado,Supplies,0.2,0.51,1,6.8
Technology,Denver,US,AP-10915,Arthur Prichep,8/23/2021,US-2021-124737,80219,TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,West,954,Consumer,8/27/2021,Standard Class,Colorado,Phones,0.2,10.773,9,143.64
Furniture,Oceanside,US,JP-15460,Jennifer Patt,8/24/2021,US-2021-107916,11572,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,East,955,Corporate,8/26/2021,First Class,New York,Furnishings,0,6.3744,2,13.28
Office Supplies,Oceanside,US,JP-15460,Jennifer Patt,8/24/2021,US-2021-107916,11572,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",East,956,Corporate,8/26/2021,First Class,New York,Binders,0.2,4.4352,3,12.672
Office Supplies,Billings,US,RB-19645,Robert Barroso,8/24/2021,US-2021-106719,59102,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",West,957,Corporate,8/24/2021,Same Day,Montana,Binders,0.2,2.6936,2,8.288
Office Supplies,Owensboro,US,DW-13585,Dorothy Wardle,8/24/2021,US-2021-120432,42301,OFF-SU-10004661,Acme Titanium Bonded Scissors,South,958,Corporate,8/26/2021,Second Class,Kentucky,Supplies,0,6.63,3,25.5
Furniture,Los Angeles,US,JM-15265,Janet Molinari,8/25/2021,US-2021-104178,90036,FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",West,959,Corporate,8/29/2021,Standard Class,California,Furnishings,0,2.6376,1,6.28
Office Supplies,Columbus,US,BS-11590,Brendan Sweed,8/25/2021,US-2021-107398,43229,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,East,960,Corporate,8/30/2021,Standard Class,Ohio,Binders,0.7,-4.5696,4,6.528
Office Supplies,Columbus,US,BS-11590,Brendan Sweed,8/25/2021,US-2021-107398,43229,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",East,961,Corporate,8/30/2021,Standard Class,Ohio,Binders,0.7,-16.6848,8,20.856
